event-id,visible,timestamp,location-long,location-lat,lat-median,long-median,sensor-type,individual-taxon-canonical-name,tag-local-identifier,individual-local-identifier,study-name
34123376703,true,2016-09-21 04:45:09.000,9.95,57.15,57.15,9.95,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376704,true,2016-09-21 17:48:07.000,9.95,57.15,57.15,9.95,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376705,true,2016-09-22 04:41:22.000,9.95,57.15,57.15,9.95,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376706,true,2016-09-22 17:45:36.000,10.0,56.82,57.15,9.95,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376707,true,2016-09-23 04:42:42.000,8.65,53.68,53.1,9.95,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376708,true,2016-09-24 04:44:07.000,8.65,53.67,53.1,9.95,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376709,true,2016-09-24 17:40:30.000,8.34,53.47,51.3,7.35,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376710,true,2016-09-25 04:48:11.000,8.34,53.47,51.3,7.35,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376711,true,2016-09-25 17:37:52.000,8.18,52.95,50.85,7.35,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376712,true,2016-09-26 17:39:46.000,8.16,52.93,50.85,7.35,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376713,true,2016-09-27 04:50:44.000,7.77,52.91,50.85,7.35,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376714,true,2016-09-27 17:30:35.000,7.49,52.59,50.85,7.13,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376715,true,2016-09-28 05:02:05.000,7.49,52.59,50.85,7.13,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376716,true,2016-09-28 17:24:18.000,7.43,51.78,50.85,7.13,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376717,true,2016-09-29 05:05:42.000,7.25,51.64,50.85,7.13,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376718,true,2016-09-29 17:15:27.000,6.99,51.12,50.85,7.13,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376719,true,2016-09-30 05:10:09.000,6.92,50.72,50.85,7.13,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376720,true,2016-09-30 17:24:03.000,6.92,50.46,50.85,7.13,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376721,true,2016-10-01 17:17:30.000,6.93,50.4,50.85,7.13,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376722,true,2016-10-02 05:10:28.000,6.82,49.67,50.4,7.13,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376723,true,2016-10-02 17:29:34.000,6.78,49.65,50.4,7.13,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376724,true,2016-10-03 05:15:00.000,5.16,48.58,48.6,4.38,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376725,true,2016-10-03 17:33:32.000,5.12,48.5,48.6,4.38,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376726,true,2016-10-04 05:17:15.000,5.1,48.5,48.6,4.38,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376727,true,2016-10-04 17:40:01.000,5.08,48.41,48.6,4.08,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376728,true,2016-10-05 05:28:05.000,4.63,48.18,48.6,4.08,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376729,true,2016-10-05 17:40:21.000,2.67,45.97,45.0,2.9,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376730,true,2016-10-06 17:50:46.000,0.59,43.45,43.65,0.0,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376731,true,2016-10-07 05:41:09.000,-0.34,43.06,43.65,0.0,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376732,true,2016-10-07 17:53:23.000,-0.02,42.48,43.65,0.0,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376733,true,2016-10-08 05:50:22.000,-0.02,42.4,43.65,0.0,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376734,true,2016-10-08 17:58:19.000,-0.43,42.23,43.65,0.0,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376735,true,2016-10-09 05:56:13.000,-0.98,39.91,38.7,-1.15,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376736,true,2016-10-09 17:57:06.000,-0.9,39.51,38.7,-1.15,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376737,true,2016-10-10 05:42:39.000,-0.7,39.05,38.7,-0.6,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376738,true,2016-10-10 17:46:36.000,-0.89,38.75,38.7,-1.1,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376739,true,2016-10-11 05:54:24.000,-1.8,35.08,32.85,-1.07,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376740,true,2016-10-11 18:25:02.000,-5.98,33.1,32.85,-4.82,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376741,true,2016-10-12 06:15:44.000,-7.68,32.42,31.95,-7.42,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376742,true,2016-10-12 18:26:24.000,-7.69,32.41,31.95,-7.42,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376743,true,2016-10-13 06:10:08.000,-7.66,32.1,31.95,-7.42,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376744,true,2016-10-13 18:21:27.000,-7.6,31.8,31.95,-7.42,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376745,true,2016-10-14 06:02:36.000,-6.05,29.08,29.25,-6.19,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376746,true,2016-10-14 18:16:45.000,-6.04,29.01,29.25,-6.19,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376747,true,2016-10-15 05:59:45.000,-5.54,28.75,27.9,-5.09,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376748,true,2016-10-15 18:12:25.000,-5.51,28.68,27.9,-5.09,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376749,true,2016-10-16 05:48:26.000,-2.74,25.54,25.65,-2.5,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376750,true,2016-10-16 18:05:25.000,-2.74,25.53,25.65,-2.5,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376751,true,2016-10-17 05:41:56.000,-2.63,25.47,25.65,-2.5,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376752,true,2016-10-17 17:49:08.000,-1.81,24.17,25.65,-2.5,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376753,true,2016-10-18 05:31:23.000,-1.54,24.05,25.65,-2.5,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376754,true,2016-10-18 17:47:04.000,0.14,21.42,22.05,0.0,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376755,true,2016-10-19 05:32:23.000,0.81,20.51,22.05,0.0,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376756,true,2016-10-19 17:43:12.000,1.02,20.34,22.05,0.95,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376757,true,2016-10-20 05:23:29.000,2.07,18.31,18.45,1.9,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376758,true,2016-10-20 17:37:37.000,2.93,17.7,18.45,1.9,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376759,true,2016-10-21 05:20:06.000,5.56,17.89,19.35,5.66,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376760,true,2016-10-21 17:22:20.000,6.04,17.24,19.35,6.2,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376761,true,2016-10-22 05:08:54.000,7.18,11.22,12.6,6.91,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376762,true,2016-10-23 04:56:55.000,9.2,7.69,6.3,9.51,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376763,true,2016-10-23 17:17:49.000,9.3,7.39,6.3,9.51,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376764,true,2016-10-24 04:50:09.000,10.71,6.56,6.3,9.92,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376765,true,2016-10-24 17:05:28.000,11.9,5.66,4.95,12.63,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376766,true,2016-10-25 04:36:04.000,12.55,5.17,4.5,12.63,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376767,true,2016-10-25 17:06:38.000,13.15,4.58,4.5,13.12,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376768,true,2016-10-26 04:32:35.000,13.2,4.28,4.5,13.12,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376769,true,2016-10-26 17:11:24.000,13.39,3.72,4.05,13.5,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376770,true,2016-10-27 04:30:22.000,13.71,1.21,0.9,13.62,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376771,true,2016-10-28 04:23:57.000,13.8,0.82,0.9,13.95,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376772,true,2016-10-28 17:04:51.000,13.83,0.4,0.0,13.95,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376773,true,2016-10-29 04:28:11.000,14.09,-1.39,-1.35,13.98,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376774,true,2016-10-30 04:23:28.000,14.19,-1.81,-1.8,14.02,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376775,true,2016-10-30 17:11:29.000,14.17,-2.0,-2.25,14.02,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376776,true,2016-10-31 04:24:37.000,14.13,-2.22,-2.25,14.0,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376777,true,2016-10-31 17:07:00.000,14.08,-2.43,-2.7,14.0,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376778,true,2016-11-01 04:24:45.000,14.05,-2.62,-2.7,13.98,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376779,true,2016-11-01 17:07:45.000,13.97,-2.75,-2.7,13.98,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376780,true,2016-11-02 04:28:44.000,13.88,-2.92,-3.15,13.97,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376781,true,2016-11-02 17:02:15.000,13.78,-3.12,-3.15,13.97,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376782,true,2016-11-03 04:30:23.000,13.78,-3.2,-3.15,13.97,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376783,true,2016-11-03 17:07:34.000,13.86,-3.43,-3.6,13.98,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376784,true,2016-11-04 04:26:50.000,14.27,-3.67,-3.6,14.42,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376785,true,2016-11-04 17:09:18.000,14.47,-3.73,-4.05,14.44,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376786,true,2016-11-05 04:23:24.000,14.54,-3.84,-4.05,14.44,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376787,true,2016-11-05 17:07:02.000,14.54,-3.86,-4.05,14.44,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376788,true,2016-11-06 04:24:45.000,14.55,-3.87,-4.05,14.45,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376789,true,2016-11-07 04:23:44.000,14.56,-3.89,-4.05,14.45,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376790,true,2016-11-07 17:09:43.000,14.61,-3.94,-4.05,14.45,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376791,true,2016-11-08 04:22:02.000,14.64,-4.04,-4.05,14.47,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376792,true,2016-11-08 17:09:42.000,14.65,-4.11,-4.05,14.47,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376793,true,2016-11-09 04:26:04.000,14.67,-4.22,-4.5,14.47,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376794,true,2016-11-09 17:07:11.000,14.69,-4.4,-4.5,14.51,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376795,true,2016-11-10 04:22:56.000,14.72,-4.56,-4.5,14.55,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376796,true,2016-11-10 17:03:48.000,14.78,-4.81,-4.95,14.87,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376797,true,2016-11-11 04:23:27.000,14.89,-5.07,-4.95,14.89,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376798,true,2016-11-11 17:05:38.000,14.89,-5.19,-4.95,14.89,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376799,true,2016-11-12 04:30:37.000,14.91,-5.28,-5.4,14.89,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376800,true,2016-11-12 17:07:46.000,14.92,-5.37,-5.4,14.89,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376801,true,2016-11-13 04:23:03.000,14.93,-5.49,-5.4,14.91,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376802,true,2016-11-13 17:12:46.000,14.89,-5.59,-5.4,14.89,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376803,true,2016-11-14 04:26:13.000,14.83,-5.69,-5.85,14.89,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376804,true,2016-11-14 17:12:13.000,14.81,-5.73,-5.85,14.87,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376805,true,2016-11-15 04:26:38.000,14.81,-5.74,-5.85,14.87,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376806,true,2016-11-16 04:26:07.000,14.83,-5.77,-5.85,14.87,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376807,true,2016-11-16 17:08:23.000,14.62,-5.7,-5.85,14.47,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376808,true,2016-11-17 04:26:16.000,14.34,-5.66,-5.85,14.06,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376809,true,2016-11-17 17:12:26.000,14.1,-5.56,-5.4,14.02,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376810,true,2016-11-18 04:22:23.000,14.08,-5.49,-5.4,14.02,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376811,true,2016-11-18 17:10:32.000,13.98,-5.43,-5.4,14.02,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376812,true,2016-11-19 04:22:24.000,13.94,-5.4,-5.4,14.0,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376813,true,2016-11-19 17:14:34.000,13.94,-5.4,-5.4,14.0,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376814,true,2016-11-21 04:22:21.000,13.94,-5.39,-5.4,14.0,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376815,true,2016-11-21 17:16:11.000,13.95,-5.3,-5.4,14.0,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376816,true,2016-11-22 04:22:57.000,13.92,-5.29,-5.4,14.0,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376817,true,2016-11-22 17:14:11.000,13.92,-5.3,-5.4,14.0,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376818,true,2016-11-23 04:23:22.000,13.92,-5.3,-5.4,14.0,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376819,true,2016-11-24 04:23:38.000,13.92,-5.32,-5.4,14.0,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376820,true,2016-11-24 17:19:38.000,13.93,-5.38,-5.4,14.0,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376821,true,2016-11-25 04:21:25.000,13.92,-5.41,-5.4,14.0,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376822,true,2016-11-25 17:11:33.000,13.93,-5.41,-5.4,14.0,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376823,true,2016-11-26 04:24:57.000,13.93,-5.42,-5.4,14.0,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376824,true,2016-11-26 17:15:40.000,13.92,-5.44,-5.4,14.0,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376825,true,2016-11-27 04:23:03.000,13.94,-5.44,-5.4,14.0,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376826,true,2016-11-27 17:15:50.000,13.94,-5.42,-5.4,14.0,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376827,true,2016-11-28 17:18:24.000,13.93,-5.45,-5.4,14.0,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376828,true,2016-11-29 04:27:24.000,13.91,-5.45,-5.4,14.0,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376829,true,2016-11-30 04:25:12.000,13.91,-5.46,-5.4,14.0,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376830,true,2016-12-01 04:24:20.000,13.89,-5.55,-5.85,14.0,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376831,true,2016-12-01 17:20:48.000,13.87,-5.72,-5.85,14.0,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376832,true,2016-12-02 04:28:15.000,13.87,-5.75,-5.85,14.0,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376833,true,2016-12-02 17:23:08.000,13.87,-5.75,-5.85,14.0,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376834,true,2016-12-04 04:27:10.000,13.87,-5.78,-5.85,14.0,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376835,true,2016-12-05 04:25:07.000,13.87,-5.79,-5.85,14.0,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376836,true,2016-12-05 17:25:37.000,13.86,-5.81,-5.85,14.0,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376837,true,2016-12-06 04:22:31.000,13.86,-5.82,-5.85,14.0,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376838,true,2016-12-06 17:21:37.000,13.86,-5.84,-5.85,14.0,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376839,true,2016-12-07 04:24:15.000,13.86,-5.85,-5.85,14.0,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376840,true,2016-12-07 17:24:54.000,13.85,-5.86,-5.85,14.0,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376841,true,2016-12-08 04:35:38.000,13.85,-5.89,-5.85,14.0,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376842,true,2016-12-08 17:19:48.000,13.88,-5.93,-5.85,14.0,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376843,true,2016-12-09 04:29:10.000,13.83,-5.95,-5.85,13.98,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376844,true,2016-12-09 17:19:28.000,13.84,-5.98,-5.85,13.98,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376845,true,2016-12-10 04:30:29.000,13.83,-6.03,-5.85,13.98,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376846,true,2016-12-10 17:17:57.000,13.83,-6.06,-5.85,13.98,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376847,true,2016-12-11 04:22:09.000,13.85,-6.08,-5.85,14.0,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376848,true,2016-12-11 17:16:33.000,13.86,-6.09,-5.85,14.0,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376849,true,2016-12-12 04:27:29.000,13.85,-6.08,-5.85,14.0,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376850,true,2016-12-12 17:18:55.000,13.86,-6.13,-5.85,14.0,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376851,true,2016-12-13 04:26:50.000,13.86,-6.19,-5.85,14.0,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376852,true,2016-12-13 17:24:00.000,13.92,-6.33,-6.3,14.02,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376853,true,2016-12-14 04:32:34.000,13.84,-6.81,-6.75,13.71,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376854,true,2016-12-14 17:22:05.000,13.7,-7.47,-7.65,13.65,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376855,true,2016-12-15 04:29:19.000,13.72,-7.61,-7.65,13.65,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376856,true,2016-12-15 17:29:23.000,13.75,-7.84,-8.1,13.65,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376857,true,2016-12-16 04:34:29.000,13.79,-7.93,-8.1,13.67,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376858,true,2016-12-16 17:25:43.000,13.78,-8.05,-8.1,13.67,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376859,true,2016-12-17 04:38:52.000,13.81,-8.13,-8.1,13.71,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376860,true,2016-12-17 17:31:20.000,13.76,-8.06,-8.1,13.71,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376861,true,2016-12-18 04:38:55.000,13.83,-7.98,-8.1,13.72,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376862,true,2016-12-18 17:23:18.000,13.85,-7.89,-8.1,13.74,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376863,true,2016-12-19 04:32:19.000,13.95,-7.43,-7.65,14.02,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376864,true,2016-12-19 17:33:13.000,14.02,-7.02,-6.75,14.04,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
34123376865,true,2016-12-20 04:36:01.000,14.24,-6.21,-5.85,14.11,"solar-geolocator","Hirundo rustica","V4221037","9AK1947","Barn swallows breeding in Kraghede"
