event-id,visible,timestamp,location-long,location-lat,lat-median,long-median,sensor-type,individual-taxon-canonical-name,tag-local-identifier,individual-local-identifier,study-name
34124360681,true,2017-04-01 04:15:11.000,25.2,-18.9,-18.9,25.2,"solar-geolocator","Hirundo rustica","V4223030","9AK1973","Barn swallows breeding in Kraghede"
34124360682,true,2017-04-01 16:41:08.000,25.2,-18.9,-18.9,25.2,"solar-geolocator","Hirundo rustica","V4223030","9AK1973","Barn swallows breeding in Kraghede"
34124360683,true,2017-04-02 04:14:26.000,25.2,-18.9,-18.9,25.2,"solar-geolocator","Hirundo rustica","V4223030","9AK1973","Barn swallows breeding in Kraghede"
34124360684,true,2017-04-02 16:38:32.000,25.2,-18.9,-18.9,25.2,"solar-geolocator","Hirundo rustica","V4223030","9AK1973","Barn swallows breeding in Kraghede"
34124360685,true,2017-04-03 04:15:18.000,25.2,-18.9,-18.9,25.2,"solar-geolocator","Hirundo rustica","V4223030","9AK1973","Barn swallows breeding in Kraghede"
34124360686,true,2017-04-03 16:39:17.000,25.2,-18.9,-18.9,25.2,"solar-geolocator","Hirundo rustica","V4223030","9AK1973","Barn swallows breeding in Kraghede"
34124360687,true,2017-04-04 04:15:44.000,25.2,-18.9,-18.9,25.2,"solar-geolocator","Hirundo rustica","V4223030","9AK1973","Barn swallows breeding in Kraghede"
34124360688,true,2017-04-04 16:39:02.000,25.2,-18.9,-18.9,25.2,"solar-geolocator","Hirundo rustica","V4223030","9AK1973","Barn swallows breeding in Kraghede"
34124360689,true,2017-04-05 04:13:32.000,25.2,-18.9,-18.9,25.2,"solar-geolocator","Hirundo rustica","V4223030","9AK1973","Barn swallows breeding in Kraghede"
34124360690,true,2017-04-05 16:38:32.000,25.2,-18.9,-18.9,25.2,"solar-geolocator","Hirundo rustica","V4223030","9AK1973","Barn swallows breeding in Kraghede"
34124360691,true,2017-04-06 04:10:54.000,25.21,-18.81,-18.9,25.2,"solar-geolocator","Hirundo rustica","V4223030","9AK1973","Barn swallows breeding in Kraghede"
34124360692,true,2017-04-06 16:37:08.000,25.21,-18.85,-18.9,25.2,"solar-geolocator","Hirundo rustica","V4223030","9AK1973","Barn swallows breeding in Kraghede"
34124360693,true,2017-04-07 04:12:53.000,25.21,-18.86,-18.9,25.2,"solar-geolocator","Hirundo rustica","V4223030","9AK1973","Barn swallows breeding in Kraghede"
34124360694,true,2017-04-07 16:35:26.000,25.21,-18.88,-18.9,25.2,"solar-geolocator","Hirundo rustica","V4223030","9AK1973","Barn swallows breeding in Kraghede"
34124360695,true,2017-04-08 04:14:32.000,25.21,-18.88,-18.9,25.2,"solar-geolocator","Hirundo rustica","V4223030","9AK1973","Barn swallows breeding in Kraghede"
34124360696,true,2017-04-08 16:32:48.000,24.7,-16.31,-15.75,24.78,"solar-geolocator","Hirundo rustica","V4223030","9AK1973","Barn swallows breeding in Kraghede"
34124360697,true,2017-04-09 04:16:20.000,22.32,-14.61,-14.4,22.3,"solar-geolocator","Hirundo rustica","V4223030","9AK1973","Barn swallows breeding in Kraghede"
34124360698,true,2017-04-09 16:34:50.000,22.6,-13.94,-14.4,22.3,"solar-geolocator","Hirundo rustica","V4223030","9AK1973","Barn swallows breeding in Kraghede"
34124360699,true,2017-04-10 04:12:56.000,23.54,-11.21,-11.25,23.39,"solar-geolocator","Hirundo rustica","V4223030","9AK1973","Barn swallows breeding in Kraghede"
34124360700,true,2017-04-10 16:36:26.000,23.54,-11.21,-11.25,23.39,"solar-geolocator","Hirundo rustica","V4223030","9AK1973","Barn swallows breeding in Kraghede"
34124360701,true,2017-04-11 04:12:44.000,23.5,-11.18,-11.25,23.39,"solar-geolocator","Hirundo rustica","V4223030","9AK1973","Barn swallows breeding in Kraghede"
34124360702,true,2017-04-11 16:38:28.000,20.62,-8.73,-8.55,20.48,"solar-geolocator","Hirundo rustica","V4223030","9AK1973","Barn swallows breeding in Kraghede"
34124360703,true,2017-04-12 04:21:38.000,20.66,-8.88,-8.55,20.48,"solar-geolocator","Hirundo rustica","V4223030","9AK1973","Barn swallows breeding in Kraghede"
34124360704,true,2017-04-12 16:44:36.000,20.7,-8.93,-8.55,20.48,"solar-geolocator","Hirundo rustica","V4223030","9AK1973","Barn swallows breeding in Kraghede"
34124360705,true,2017-04-13 04:24:12.000,20.72,-8.59,-8.55,20.48,"solar-geolocator","Hirundo rustica","V4223030","9AK1973","Barn swallows breeding in Kraghede"
34124360706,true,2017-04-13 16:50:58.000,20.37,-8.47,-8.55,20.48,"solar-geolocator","Hirundo rustica","V4223030","9AK1973","Barn swallows breeding in Kraghede"
34124360707,true,2017-04-14 04:24:56.000,20.37,-8.47,-8.55,20.48,"solar-geolocator","Hirundo rustica","V4223030","9AK1973","Barn swallows breeding in Kraghede"
34124360708,true,2017-04-14 17:02:42.000,20.23,-8.27,-8.55,20.48,"solar-geolocator","Hirundo rustica","V4223030","9AK1973","Barn swallows breeding in Kraghede"
34124360709,true,2017-04-15 04:29:40.000,17.05,-0.29,0.45,17.1,"solar-geolocator","Hirundo rustica","V4223030","9AK1973","Barn swallows breeding in Kraghede"
34124360710,true,2017-04-16 04:39:17.000,14.01,1.58,2.7,13.52,"solar-geolocator","Hirundo rustica","V4223030","9AK1973","Barn swallows breeding in Kraghede"
34124360711,true,2017-04-16 17:32:44.000,13.23,1.94,2.7,13.52,"solar-geolocator","Hirundo rustica","V4223030","9AK1973","Barn swallows breeding in Kraghede"
34124360712,true,2017-04-17 04:48:45.000,13.26,2.1,2.7,13.52,"solar-geolocator","Hirundo rustica","V4223030","9AK1973","Barn swallows breeding in Kraghede"
34124360713,true,2017-04-17 17:32:02.000,13.34,2.23,2.7,13.52,"solar-geolocator","Hirundo rustica","V4223030","9AK1973","Barn swallows breeding in Kraghede"
34124360714,true,2017-04-18 04:51:35.000,13.39,2.23,2.7,13.52,"solar-geolocator","Hirundo rustica","V4223030","9AK1973","Barn swallows breeding in Kraghede"
34124360715,true,2017-04-18 17:27:02.000,13.03,2.01,2.7,13.52,"solar-geolocator","Hirundo rustica","V4223030","9AK1973","Barn swallows breeding in Kraghede"
34124360716,true,2017-04-19 04:50:02.000,12.14,0.28,0.0,12.15,"solar-geolocator","Hirundo rustica","V4223030","9AK1973","Barn swallows breeding in Kraghede"
34124360717,true,2017-04-19 17:30:26.000,12.13,0.27,0.0,12.15,"solar-geolocator","Hirundo rustica","V4223030","9AK1973","Barn swallows breeding in Kraghede"
34124360718,true,2017-04-20 04:48:39.000,12.11,0.34,0.0,12.15,"solar-geolocator","Hirundo rustica","V4223030","9AK1973","Barn swallows breeding in Kraghede"
34124360719,true,2017-04-21 04:48:02.000,12.11,0.35,0.0,12.15,"solar-geolocator","Hirundo rustica","V4223030","9AK1973","Barn swallows breeding in Kraghede"
34124360720,true,2017-04-21 17:29:38.000,12.12,0.32,0.0,12.15,"solar-geolocator","Hirundo rustica","V4223030","9AK1973","Barn swallows breeding in Kraghede"
34124360721,true,2017-04-22 04:49:35.000,12.12,0.34,0.0,12.15,"solar-geolocator","Hirundo rustica","V4223030","9AK1973","Barn swallows breeding in Kraghede"
34124360722,true,2017-04-23 04:48:20.000,12.18,0.12,0.0,12.15,"solar-geolocator","Hirundo rustica","V4223030","9AK1973","Barn swallows breeding in Kraghede"
34124360723,true,2017-04-23 17:28:47.000,12.16,0.46,0.9,12.15,"solar-geolocator","Hirundo rustica","V4223030","9AK1973","Barn swallows breeding in Kraghede"
34124360724,true,2017-04-24 04:47:54.000,12.15,0.47,0.9,12.15,"solar-geolocator","Hirundo rustica","V4223030","9AK1973","Barn swallows breeding in Kraghede"
34124360725,true,2017-04-24 17:27:34.000,12.15,0.47,0.9,12.15,"solar-geolocator","Hirundo rustica","V4223030","9AK1973","Barn swallows breeding in Kraghede"
34124360726,true,2017-04-25 04:45:38.000,11.94,3.19,4.05,11.73,"solar-geolocator","Hirundo rustica","V4223030","9AK1973","Barn swallows breeding in Kraghede"
34124360727,true,2017-04-25 17:33:53.000,11.92,1.04,0.0,11.7,"solar-geolocator","Hirundo rustica","V4223030","9AK1973","Barn swallows breeding in Kraghede"
34124360728,true,2017-04-26 04:45:50.000,11.92,1.04,0.0,11.7,"solar-geolocator","Hirundo rustica","V4223030","9AK1973","Barn swallows breeding in Kraghede"
34124360729,true,2017-04-26 17:38:26.000,12.18,3.19,4.05,12.18,"solar-geolocator","Hirundo rustica","V4223030","9AK1973","Barn swallows breeding in Kraghede"
34124360730,true,2017-04-27 04:48:16.000,8.05,11.19,10.8,8.24,"solar-geolocator","Hirundo rustica","V4223030","9AK1973","Barn swallows breeding in Kraghede"
34124360731,true,2017-04-28 04:57:02.000,8.05,11.19,10.8,8.24,"solar-geolocator","Hirundo rustica","V4223030","9AK1973","Barn swallows breeding in Kraghede"
34124360732,true,2017-04-28 17:51:32.000,8.04,11.22,10.8,8.24,"solar-geolocator","Hirundo rustica","V4223030","9AK1973","Barn swallows breeding in Kraghede"
34124360733,true,2017-04-29 05:00:02.000,8.04,11.22,10.8,8.24,"solar-geolocator","Hirundo rustica","V4223030","9AK1973","Barn swallows breeding in Kraghede"
34124360734,true,2017-04-29 18:13:07.000,7.68,14.29,13.05,7.86,"solar-geolocator","Hirundo rustica","V4223030","9AK1973","Barn swallows breeding in Kraghede"
34124360735,true,2017-04-30 04:54:02.000,7.31,15.95,13.05,7.86,"solar-geolocator","Hirundo rustica","V4223030","9AK1973","Barn swallows breeding in Kraghede"
34124360736,true,2017-04-30 18:36:32.000,1.67,17.84,15.75,1.87,"solar-geolocator","Hirundo rustica","V4223030","9AK1973","Barn swallows breeding in Kraghede"
34124360737,true,2017-05-01 05:08:29.000,1.43,19.03,18.0,1.42,"solar-geolocator","Hirundo rustica","V4223030","9AK1973","Barn swallows breeding in Kraghede"
34124360738,true,2017-05-01 18:56:42.000,-3.1,20.11,20.7,-2.89,"solar-geolocator","Hirundo rustica","V4223030","9AK1973","Barn swallows breeding in Kraghede"
34124360739,true,2017-05-02 05:32:02.000,-3.1,20.11,20.7,-2.89,"solar-geolocator","Hirundo rustica","V4223030","9AK1973","Barn swallows breeding in Kraghede"
34124360740,true,2017-05-02 18:57:07.000,-3.14,20.02,20.7,-2.89,"solar-geolocator","Hirundo rustica","V4223030","9AK1973","Barn swallows breeding in Kraghede"
34124360741,true,2017-05-03 05:40:51.000,-5.41,16.92,17.55,-5.66,"solar-geolocator","Hirundo rustica","V4223030","9AK1973","Barn swallows breeding in Kraghede"
34124360742,true,2017-05-03 18:43:32.000,-2.76,13.56,14.85,-1.86,"solar-geolocator","Hirundo rustica","V4223030","9AK1973","Barn swallows breeding in Kraghede"
34124360743,true,2017-05-04 18:39:32.000,-2.27,13.51,14.85,-1.86,"solar-geolocator","Hirundo rustica","V4223030","9AK1973","Barn swallows breeding in Kraghede"
34124360744,true,2017-05-05 05:40:32.000,-2.26,13.48,14.85,-1.86,"solar-geolocator","Hirundo rustica","V4223030","9AK1973","Barn swallows breeding in Kraghede"
34124360745,true,2017-05-05 18:49:42.000,-2.26,13.48,14.85,-1.86,"solar-geolocator","Hirundo rustica","V4223030","9AK1973","Barn swallows breeding in Kraghede"
34124360746,true,2017-05-06 05:44:32.000,-2.28,13.5,14.85,-1.86,"solar-geolocator","Hirundo rustica","V4223030","9AK1973","Barn swallows breeding in Kraghede"
34124360747,true,2017-05-06 18:54:02.000,-6.15,14.6,15.3,-6.53,"solar-geolocator","Hirundo rustica","V4223030","9AK1973","Barn swallows breeding in Kraghede"
34124360748,true,2017-05-07 05:36:19.000,-6.15,14.6,15.3,-6.53,"solar-geolocator","Hirundo rustica","V4223030","9AK1973","Barn swallows breeding in Kraghede"
34124360749,true,2017-05-07 18:54:50.000,-6.14,14.62,15.3,-6.53,"solar-geolocator","Hirundo rustica","V4223030","9AK1973","Barn swallows breeding in Kraghede"
34124360750,true,2017-05-08 05:32:02.000,-3.32,15.69,16.65,-3.76,"solar-geolocator","Hirundo rustica","V4223030","9AK1973","Barn swallows breeding in Kraghede"
34124360751,true,2017-05-08 18:53:02.000,-3.92,16.27,16.65,-3.76,"solar-geolocator","Hirundo rustica","V4223030","9AK1973","Barn swallows breeding in Kraghede"
34124360752,true,2017-05-09 05:30:50.000,-3.92,16.27,16.65,-3.76,"solar-geolocator","Hirundo rustica","V4223030","9AK1973","Barn swallows breeding in Kraghede"
34124360753,true,2017-05-09 18:52:17.000,-3.92,16.27,16.65,-3.76,"solar-geolocator","Hirundo rustica","V4223030","9AK1973","Barn swallows breeding in Kraghede"
34124360754,true,2017-05-10 05:33:29.000,-3.92,16.27,16.65,-3.76,"solar-geolocator","Hirundo rustica","V4223030","9AK1973","Barn swallows breeding in Kraghede"
34124360755,true,2017-05-10 18:53:05.000,-3.92,16.27,16.65,-3.76,"solar-geolocator","Hirundo rustica","V4223030","9AK1973","Barn swallows breeding in Kraghede"
34124360756,true,2017-05-11 05:34:02.000,-3.92,16.27,16.65,-3.76,"solar-geolocator","Hirundo rustica","V4223030","9AK1973","Barn swallows breeding in Kraghede"
34124360757,true,2017-05-11 18:54:20.000,-3.9,16.27,16.65,-3.76,"solar-geolocator","Hirundo rustica","V4223030","9AK1973","Barn swallows breeding in Kraghede"
34124360758,true,2017-05-12 05:29:14.000,-3.9,16.27,16.65,-3.76,"solar-geolocator","Hirundo rustica","V4223030","9AK1973","Barn swallows breeding in Kraghede"
34124360759,true,2017-05-12 18:58:09.000,-3.9,16.27,16.65,-3.76,"solar-geolocator","Hirundo rustica","V4223030","9AK1973","Barn swallows breeding in Kraghede"
34124360760,true,2017-05-13 05:29:18.000,-3.9,16.27,16.65,-3.76,"solar-geolocator","Hirundo rustica","V4223030","9AK1973","Barn swallows breeding in Kraghede"
34124360761,true,2017-05-13 18:53:37.000,-3.9,16.27,16.65,-3.76,"solar-geolocator","Hirundo rustica","V4223030","9AK1973","Barn swallows breeding in Kraghede"
34124360762,true,2017-05-14 05:30:34.000,-3.61,13.89,12.15,-3.22,"solar-geolocator","Hirundo rustica","V4223030","9AK1973","Barn swallows breeding in Kraghede"
34124360763,true,2017-05-14 18:46:38.000,-2.85,12.89,12.15,-3.22,"solar-geolocator","Hirundo rustica","V4223030","9AK1973","Barn swallows breeding in Kraghede"
34124360764,true,2017-05-15 05:29:14.000,-2.82,12.39,12.15,-3.22,"solar-geolocator","Hirundo rustica","V4223030","9AK1973","Barn swallows breeding in Kraghede"
34124360765,true,2017-05-15 18:49:55.000,-2.82,12.39,12.15,-3.22,"solar-geolocator","Hirundo rustica","V4223030","9AK1973","Barn swallows breeding in Kraghede"
34124360766,true,2017-05-16 05:29:42.000,-3.09,14.04,15.3,-3.73,"solar-geolocator","Hirundo rustica","V4223030","9AK1973","Barn swallows breeding in Kraghede"
34124360767,true,2017-05-16 18:55:22.000,-3.69,14.9,15.3,-3.73,"solar-geolocator","Hirundo rustica","V4223030","9AK1973","Barn swallows breeding in Kraghede"
34124360768,true,2017-05-17 05:30:51.000,-3.69,14.9,15.3,-3.73,"solar-geolocator","Hirundo rustica","V4223030","9AK1973","Barn swallows breeding in Kraghede"
34124360769,true,2017-05-17 18:55:48.000,-3.71,14.92,15.3,-3.73,"solar-geolocator","Hirundo rustica","V4223030","9AK1973","Barn swallows breeding in Kraghede"
34124360770,true,2017-05-18 05:28:42.000,-3.71,14.92,15.3,-3.73,"solar-geolocator","Hirundo rustica","V4223030","9AK1973","Barn swallows breeding in Kraghede"
34124360771,true,2017-05-18 18:57:47.000,-3.71,14.92,15.3,-3.73,"solar-geolocator","Hirundo rustica","V4223030","9AK1973","Barn swallows breeding in Kraghede"
34124360772,true,2017-05-19 05:28:53.000,-3.71,14.92,15.3,-3.73,"solar-geolocator","Hirundo rustica","V4223030","9AK1973","Barn swallows breeding in Kraghede"
34124360773,true,2017-05-19 18:51:52.000,-3.71,14.92,15.3,-3.73,"solar-geolocator","Hirundo rustica","V4223030","9AK1973","Barn swallows breeding in Kraghede"
34124360774,true,2017-05-20 05:30:02.000,-3.71,14.92,15.3,-3.73,"solar-geolocator","Hirundo rustica","V4223030","9AK1973","Barn swallows breeding in Kraghede"
34124360775,true,2017-05-20 18:52:02.000,-3.71,14.92,15.3,-3.73,"solar-geolocator","Hirundo rustica","V4223030","9AK1973","Barn swallows breeding in Kraghede"
34124360776,true,2017-05-21 05:27:26.000,-2.96,14.49,15.3,-3.73,"solar-geolocator","Hirundo rustica","V4223030","9AK1973","Barn swallows breeding in Kraghede"
34124360777,true,2017-05-21 18:53:38.000,-2.96,14.49,15.3,-3.73,"solar-geolocator","Hirundo rustica","V4223030","9AK1973","Barn swallows breeding in Kraghede"
34124360778,true,2017-05-22 05:20:12.000,-2.5,14.3,15.3,-3.73,"solar-geolocator","Hirundo rustica","V4223030","9AK1973","Barn swallows breeding in Kraghede"
34124360779,true,2017-05-22 18:27:14.000,-0.75,12.16,11.25,-0.46,"solar-geolocator","Hirundo rustica","V4223030","9AK1973","Barn swallows breeding in Kraghede"
34124360780,true,2017-05-23 05:17:04.000,0.03,10.54,11.25,-0.46,"solar-geolocator","Hirundo rustica","V4223030","9AK1973","Barn swallows breeding in Kraghede"
34124360781,true,2017-05-23 18:16:02.000,3.87,9.77,9.0,3.65,"solar-geolocator","Hirundo rustica","V4223030","9AK1973","Barn swallows breeding in Kraghede"
34124360782,true,2017-05-24 05:13:44.000,3.87,9.79,9.0,3.65,"solar-geolocator","Hirundo rustica","V4223030","9AK1973","Barn swallows breeding in Kraghede"
34124360783,true,2017-05-24 18:08:47.000,3.87,9.79,9.0,3.65,"solar-geolocator","Hirundo rustica","V4223030","9AK1973","Barn swallows breeding in Kraghede"
34124360784,true,2017-05-25 05:14:02.000,4.0,9.79,9.0,3.65,"solar-geolocator","Hirundo rustica","V4223030","9AK1973","Barn swallows breeding in Kraghede"
34124360785,true,2017-05-25 18:06:36.000,4.75,11.91,13.05,5.08,"solar-geolocator","Hirundo rustica","V4223030","9AK1973","Barn swallows breeding in Kraghede"
34124360786,true,2017-05-26 05:01:48.000,4.75,11.91,13.05,5.08,"solar-geolocator","Hirundo rustica","V4223030","9AK1973","Barn swallows breeding in Kraghede"
34124360787,true,2017-05-26 18:17:07.000,4.57,11.85,13.05,5.08,"solar-geolocator","Hirundo rustica","V4223030","9AK1973","Barn swallows breeding in Kraghede"
34124360788,true,2017-05-27 04:58:11.000,4.77,12.37,13.05,5.08,"solar-geolocator","Hirundo rustica","V4223030","9AK1973","Barn swallows breeding in Kraghede"
34124360789,true,2017-05-27 18:18:36.000,5.56,14.13,13.05,5.08,"solar-geolocator","Hirundo rustica","V4223030","9AK1973","Barn swallows breeding in Kraghede"
34124360790,true,2017-05-28 04:42:42.000,6.99,17.1,18.0,7.57,"solar-geolocator","Hirundo rustica","V4223030","9AK1973","Barn swallows breeding in Kraghede"
34124360791,true,2017-05-28 18:17:52.000,7.01,17.12,18.0,7.57,"solar-geolocator","Hirundo rustica","V4223030","9AK1973","Barn swallows breeding in Kraghede"
34124360792,true,2017-05-29 04:37:27.000,7.3,18.4,18.0,7.57,"solar-geolocator","Hirundo rustica","V4223030","9AK1973","Barn swallows breeding in Kraghede"
34124360793,true,2017-05-29 18:23:48.000,7.79,20.55,21.6,9.19,"solar-geolocator","Hirundo rustica","V4223030","9AK1973","Barn swallows breeding in Kraghede"
34124360794,true,2017-05-30 04:12:50.000,9.75,22.28,22.05,9.19,"solar-geolocator","Hirundo rustica","V4223030","9AK1973","Barn swallows breeding in Kraghede"
34124360795,true,2017-05-30 18:29:55.000,10.75,29.31,29.7,10.51,"solar-geolocator","Hirundo rustica","V4223030","9AK1973","Barn swallows breeding in Kraghede"
34124360796,true,2017-05-31 18:48:26.000,8.67,31.72,31.5,8.97,"solar-geolocator","Hirundo rustica","V4223030","9AK1973","Barn swallows breeding in Kraghede"
34124360797,true,2017-06-01 04:04:56.000,7.09,33.22,34.2,6.53,"solar-geolocator","Hirundo rustica","V4223030","9AK1973","Barn swallows breeding in Kraghede"
34124360798,true,2017-06-01 18:58:02.000,7.27,34.49,35.55,6.68,"solar-geolocator","Hirundo rustica","V4223030","9AK1973","Barn swallows breeding in Kraghede"
34124360799,true,2017-06-02 03:57:10.000,7.13,35.93,36.0,6.68,"solar-geolocator","Hirundo rustica","V4223030","9AK1973","Barn swallows breeding in Kraghede"
34124360800,true,2017-06-02 19:14:53.000,7.84,37.48,36.9,8.44,"solar-geolocator","Hirundo rustica","V4223030","9AK1973","Barn swallows breeding in Kraghede"
34124360801,true,2017-06-03 03:37:00.000,7.96,38.27,39.15,8.29,"solar-geolocator","Hirundo rustica","V4223030","9AK1973","Barn swallows breeding in Kraghede"
34124360802,true,2017-06-03 19:10:02.000,8.15,39.05,39.15,8.34,"solar-geolocator","Hirundo rustica","V4223030","9AK1973","Barn swallows breeding in Kraghede"
34124360803,true,2017-06-04 03:33:14.000,9.0,42.88,43.65,9.41,"solar-geolocator","Hirundo rustica","V4223030","9AK1973","Barn swallows breeding in Kraghede"
34124360804,true,2017-06-04 19:27:52.000,9.42,44.25,44.55,10.11,"solar-geolocator","Hirundo rustica","V4223030","9AK1973","Barn swallows breeding in Kraghede"
34124360805,true,2017-06-05 03:32:02.000,9.69,45.46,44.55,10.11,"solar-geolocator","Hirundo rustica","V4223030","9AK1973","Barn swallows breeding in Kraghede"
34124360806,true,2017-06-05 19:37:10.000,10.5,47.06,46.8,10.43,"solar-geolocator","Hirundo rustica","V4223030","9AK1973","Barn swallows breeding in Kraghede"
34124360807,true,2017-06-06 02:57:14.000,10.43,47.49,46.8,10.43,"solar-geolocator","Hirundo rustica","V4223030","9AK1973","Barn swallows breeding in Kraghede"
34124360808,true,2017-06-06 19:41:10.000,10.48,47.53,46.8,10.43,"solar-geolocator","Hirundo rustica","V4223030","9AK1973","Barn swallows breeding in Kraghede"
34124360809,true,2017-06-07 02:38:02.000,10.18,51.26,51.3,9.85,"solar-geolocator","Hirundo rustica","V4223030","9AK1973","Barn swallows breeding in Kraghede"
34124360810,true,2017-06-07 20:10:02.000,9.11,52.92,53.1,9.45,"solar-geolocator","Hirundo rustica","V4223030","9AK1973","Barn swallows breeding in Kraghede"
34124360811,true,2017-06-08 02:34:02.000,9.13,52.92,53.1,9.45,"solar-geolocator","Hirundo rustica","V4223030","9AK1973","Barn swallows breeding in Kraghede"
34124360812,true,2017-06-08 20:08:32.000,9.14,53.91,53.1,9.65,"solar-geolocator","Hirundo rustica","V4223030","9AK1973","Barn swallows breeding in Kraghede"
34124360813,true,2017-06-09 02:23:02.000,9.73,56.26,56.25,9.73,"solar-geolocator","Hirundo rustica","V4223030","9AK1973","Barn swallows breeding in Kraghede"
34124779760,true,2016-09-07 18:24:25.000,9.95,57.15,57.15,9.95,"solar-geolocator","Hirundo rustica","V4223038","9AD3712","Barn swallows breeding in Kraghede"
34124779761,true,2016-09-08 04:09:12.000,9.95,57.15,57.15,9.95,"solar-geolocator","Hirundo rustica","V4223038","9AD3712","Barn swallows breeding in Kraghede"
34124779762,true,2016-09-08 18:26:24.000,9.95,57.15,57.15,9.95,"solar-geolocator","Hirundo rustica","V4223038","9AD3712","Barn swallows breeding in Kraghede"
34124779763,true,2016-09-09 04:15:04.000,9.95,57.15,57.15,9.95,"solar-geolocator","Hirundo rustica","V4223038","9AD3712","Barn swallows breeding in Kraghede"
34124779764,true,2016-09-09 18:27:12.000,9.95,57.15,57.15,9.95,"solar-geolocator","Hirundo rustica","V4223038","9AD3712","Barn swallows breeding in Kraghede"
34124779765,true,2016-09-10 04:08:37.000,9.95,57.15,57.15,9.95,"solar-geolocator","Hirundo rustica","V4223038","9AD3712","Barn swallows breeding in Kraghede"
34124779766,true,2016-09-11 18:20:12.000,9.95,57.15,57.15,9.95,"solar-geolocator","Hirundo rustica","V4223038","9AD3712","Barn swallows breeding in Kraghede"
34124779767,true,2016-09-12 04:14:24.000,9.95,57.15,57.15,9.95,"solar-geolocator","Hirundo rustica","V4223038","9AD3712","Barn swallows breeding in Kraghede"
34124779768,true,2016-09-12 18:15:13.000,9.95,57.15,57.15,9.95,"solar-geolocator","Hirundo rustica","V4223038","9AD3712","Barn swallows breeding in Kraghede"
34124779769,true,2016-09-13 04:14:36.000,9.95,57.15,57.15,9.95,"solar-geolocator","Hirundo rustica","V4223038","9AD3712","Barn swallows breeding in Kraghede"
34124779770,true,2016-09-13 18:13:45.000,9.95,57.15,57.15,9.95,"solar-geolocator","Hirundo rustica","V4223038","9AD3712","Barn swallows breeding in Kraghede"
34124779771,true,2016-09-14 04:18:43.000,9.95,57.15,57.15,9.95,"solar-geolocator","Hirundo rustica","V4223038","9AD3712","Barn swallows breeding in Kraghede"
34124779772,true,2016-09-14 18:10:01.000,9.95,57.15,57.15,9.95,"solar-geolocator","Hirundo rustica","V4223038","9AD3712","Barn swallows breeding in Kraghede"
34124779773,true,2016-09-15 04:22:06.000,9.95,57.15,57.15,9.95,"solar-geolocator","Hirundo rustica","V4223038","9AD3712","Barn swallows breeding in Kraghede"
34124779774,true,2016-09-15 18:10:14.000,9.95,57.15,57.15,9.95,"solar-geolocator","Hirundo rustica","V4223038","9AD3712","Barn swallows breeding in Kraghede"
34124779775,true,2016-09-16 04:27:48.000,9.95,57.15,57.15,9.95,"solar-geolocator","Hirundo rustica","V4223038","9AD3712","Barn swallows breeding in Kraghede"
34124779776,true,2016-09-16 18:00:55.000,9.95,57.15,57.15,9.95,"solar-geolocator","Hirundo rustica","V4223038","9AD3712","Barn swallows breeding in Kraghede"
34124779777,true,2016-09-17 18:05:13.000,9.95,57.15,57.15,9.95,"solar-geolocator","Hirundo rustica","V4223038","9AD3712","Barn swallows breeding in Kraghede"
34124779778,true,2016-09-18 04:25:43.000,9.95,57.15,57.15,9.95,"solar-geolocator","Hirundo rustica","V4223038","9AD3712","Barn swallows breeding in Kraghede"
34124779779,true,2016-09-18 18:01:13.000,9.95,57.15,57.15,9.95,"solar-geolocator","Hirundo rustica","V4223038","9AD3712","Barn swallows breeding in Kraghede"
34124779780,true,2016-09-19 17:49:03.000,9.95,57.15,57.15,9.95,"solar-geolocator","Hirundo rustica","V4223038","9AD3712","Barn swallows breeding in Kraghede"
34124779781,true,2016-09-20 04:34:10.000,9.95,57.15,57.15,9.95,"solar-geolocator","Hirundo rustica","V4223038","9AD3712","Barn swallows breeding in Kraghede"
34124779782,true,2016-09-20 17:52:47.000,9.95,57.15,57.15,9.95,"solar-geolocator","Hirundo rustica","V4223038","9AD3712","Barn swallows breeding in Kraghede"
34124779783,true,2016-09-21 04:42:34.000,9.95,57.15,57.15,9.95,"solar-geolocator","Hirundo rustica","V4223038","9AD3712","Barn swallows breeding in Kraghede"
34124779784,true,2016-09-21 17:51:00.000,9.95,57.15,57.15,9.95,"solar-geolocator","Hirundo rustica","V4223038","9AD3712","Barn swallows breeding in Kraghede"
34124779785,true,2016-09-22 04:40:39.000,9.95,57.15,57.15,9.95,"solar-geolocator","Hirundo rustica","V4223038","9AD3712","Barn swallows breeding in Kraghede"
34124779786,true,2016-09-22 17:47:29.000,9.95,57.15,57.15,9.95,"solar-geolocator","Hirundo rustica","V4223038","9AD3712","Barn swallows breeding in Kraghede"
34124779787,true,2016-09-23 04:41:14.000,9.95,57.15,57.15,9.95,"solar-geolocator","Hirundo rustica","V4223038","9AD3712","Barn swallows breeding in Kraghede"
34124779788,true,2016-09-23 17:44:18.000,9.95,57.15,57.15,9.95,"solar-geolocator","Hirundo rustica","V4223038","9AD3712","Barn swallows breeding in Kraghede"
34124779789,true,2016-09-24 04:41:14.000,9.95,57.15,57.15,9.95,"solar-geolocator","Hirundo rustica","V4223038","9AD3712","Barn swallows breeding in Kraghede"
34124779790,true,2016-09-24 17:37:31.000,9.1,53.55,53.55,9.09,"solar-geolocator","Hirundo rustica","V4223038","9AD3712","Barn swallows breeding in Kraghede"
